YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
1994,366085,19.111,56.093,47.757,6.832,4.984,1.05,0.1
1995,366085,19.111,57.385,51.476,6.691,4.984,1.136,0
1996,366085,19.111,62.026,53.67,6.738,4.96,1.147,0.03
1997,366085,19.111,66.186,48.881,7.305,4.96,1.158,0.06
2008,366683,32.642,160.794,147.562,17.236,14.64,4.373,0.885
2009,366683,32.023,136.199,165.314,19.913,14.64,4.584,0.779
2010,366683,33.64,149.708,159.552,22.812,14.64,4.794,0.674
2011,366683,31.158,156.768,155.626,16.584,14.64,4.297,0.561
2012,366683,27.078,175.292,144.823,16.413,14.64,3.801,0.449
2013,366683,34.838,162.094,149.638,16.421,14.64,3.304,0.337
2014,366683,29.605,177.48,130.52,16.124,14.64,2.807,0.225
2015,366683,30.51,173.427,155.185,17.53,14.64,2.31,0.112
2016,366683,27.391,173.684,155.415,17.556,14.64,1.813,0
2017,366683,26.284,143.334,199.077,17.577,14.64,1.813,0
2018,366683,31.77,143.334,199.077,17.577,14.64,1.813,0
1990,366751,12.317,62.356,47.423,6.453,4.676,0.565,0
1991,366751,12.317,62.764,45.07,6.406,4.676,0.593,0
1992,366751,12.317,58.743,47.723,6.471,4.676,0.62,0
1993,366751,12.317,53.371,44.056,6.362,4.676,0.648,0
1994,366751,12.317,52.627,44.806,6.41,4.676,0.676,0
1995,366751,12.317,53.839,48.295,6.277,4.676,0.704,0
1996,366751,12.317,58.275,50.424,6.33,4.66,0.722,0.047
1997,366751,12.317,62.183,45.924,6.864,4.66,0.74,0.094
1998,366751,12.317,63.065,44.697,7.031,4.66,0.758,0.141
1999,366751,12.317,62.363,41.995,6.812,4.66,0.777,0.188
2000,366751,12.317,67.696,40.688,6.975,4.66,0.795,0.234
2001,366751,11.666,66.717,38.466,7.304,4.66,0.83,0.244
2002,366751,12.589,61.868,41.502,7.239,4.66,0.865,0.253
2003,366751,11.703,60.836,42.46,7.469,4.66,0.9,0.262
2004,366751,11.75,61.86,43.159,7.156,4.68,0.935,0.272
2005,366751,10.565,59.293,43.687,6.888,4.68,0.97,0.281
2008,365673,7.953,35.322,32.415,3.786,3.216,0.966,0.156
2009,365673,8.122,29.919,36.315,4.374,3.216,1.066,0.078
2010,365673,8.384,32.764,34.918,4.992,3.204,1.166,0
2011,365673,8.338,34.309,34.059,3.629,3.204,1.163,0
2012,365673,6.829,38.363,31.695,3.592,3.204,1.161,0
2013,365673,8.735,35.475,32.749,3.594,3.204,1.158,0
2014,365673,7.396,38.842,28.565,3.529,3.204,1.156,0
2015,365673,7.606,37.955,33.963,3.836,3.204,1.153,0
2016,365673,6.886,38.011,34.013,3.842,3.204,1.151,0
2017,365673,6.575,31.369,43.569,3.847,3.204,1.151,0
2018,365673,8.516,31.369,43.569,3.847,3.204,1.151,0
1990,365703,18.33,78.786,59.918,8.154,5.908,3.663,1.22
1991,365703,18.33,79.301,56.945,8.094,5.908,3.411,1.304
1992,365703,18.33,74.22,60.297,8.177,5.908,3.159,1.388
1993,365703,18.33,67.432,55.664,8.038,5.908,2.907,1.473
1994,365703,18.33,66.493,56.611,8.099,5.908,2.655,1.557
1995,365703,18.33,68.024,61.019,7.931,5.908,2.403,1.641
1996,365703,18.33,74.532,64.491,8.096,5.96,2.48,1.721
1997,365703,18.33,79.53,58.736,8.778,5.96,2.558,1.8
1998,365703,18.33,80.659,57.166,8.992,5.96,2.635,1.879
1999,365703,18.33,79.761,53.711,8.712,5.96,2.712,1.959
2000,365703,18.33,86.581,52.039,8.92,5.96,2.789,2.038
2001,365703,16.746,85.329,49.197,9.342,5.96,2.707,2.17
2002,365703,18.374,79.127,53.08,9.258,5.96,2.624,2.302
2003,365703,16.921,77.807,54.305,9.552,5.96,2.542,2.433
2004,365703,17.064,77.51,54.077,8.966,5.864,2.459,2.565
2005,365703,15.613,74.294,54.739,8.63,5.864,2.377,2.697
1996,366357,0.452,2.401,2.078,0.261,0.192,0.011,0
1997,366357,0.452,2.562,1.892,0.283,0.192,0.012,0
1998,366357,0.452,2.598,1.842,0.29,0.192,0.012,0
1999,366357,0.452,2.569,1.73,0.281,0.192,0.013,0
2000,366357,0.452,2.789,1.676,0.287,0.192,0.014,0
2001,366357,0.427,2.749,1.585,0.301,0.192,0.014,0
2002,366357,0.463,2.549,1.71,0.298,0.192,0.014,0
2003,366357,0.428,2.507,1.749,0.308,0.192,0.014,0
2004,366357,0.434,2.538,1.771,0.294,0.192,0.014,0
2005,366357,0.386,2.433,1.792,0.283,0.192,0.014,0
2006,366357,0.454,2.116,1.891,0.286,0.192,0.015,0
2007,366357,0.441,2.125,1.871,0.229,0.192,0.016,0
2008,366357,0.386,2.109,1.935,0.226,0.192,0.016,0
2009,366357,0.379,1.786,2.168,0.261,0.192,0.017,0
2010,366357,0.403,1.963,2.092,0.299,0.192,0.018,0
2011,366357,0.38,2.056,2.041,0.217,0.192,0.017,0
2012,366357,0.319,2.299,1.899,0.215,0.192,0.017,0
2013,366357,0.413,2.126,1.962,0.215,0.192,0.017,0
2014,366357,0.346,2.328,1.712,0.211,0.192,0.016,0
2015,366357,0.359,2.274,2.035,0.23,0.192,0.016,0
2016,366357,0.322,2.278,2.038,0.23,0.192,0.016,0
2017,366357,0.308,1.88,2.611,0.231,0.192,0.016,0
2018,366357,0.377,1.88,2.611,0.231,0.192,0.016,0
1990,367700,2.711,15.362,11.683,1.59,1.152,0.016,0
1991,367700,2.711,15.463,11.104,1.578,1.152,0.016,0
1992,367700,2.711,14.472,11.757,1.594,1.152,0.017,0
1993,367700,2.711,13.149,10.854,1.567,1.152,0.018,0
2014,365042,6.392,34.623,25.462,3.145,2.856,1.068,0.087
2015,365042,6.797,33.832,30.274,3.42,2.856,1.031,0.043
2016,365042,5.988,33.883,30.319,3.425,2.856,0.994,0
2017,365042,5.796,27.962,38.836,3.429,2.856,0.994,0
2018,365042,7.168,27.962,38.836,3.429,2.856,0.994,0
1990,367966,14.825,73.238,55.699,7.579,5.492,1.51,2.557
1991,367966,14.825,73.717,52.935,7.524,5.492,1.87,2.188
1992,367966,14.825,68.994,56.051,7.601,5.492,2.229,1.819
1993,367966,14.825,62.684,51.745,7.472,5.492,2.588,1.45
1994,367966,14.825,61.811,52.625,7.529,5.492,2.948,1.081
1995,367966,14.825,63.234,56.723,7.373,5.492,3.307,0.713
1996,367966,14.825,68.479,59.253,7.439,5.476,3,1.233
1997,367966,14.825,73.072,53.966,8.065,5.476,2.693,1.753
1998,367966,14.825,74.109,52.524,8.262,5.476,2.386,2.273
1999,367966,14.825,73.284,49.349,8.005,5.476,2.079,2.793
2000,367966,14.825,79.55,47.813,8.196,5.476,1.772,3.314
2001,367966,14.246,78.4,45.201,8.583,5.476,1.627,3.315
2002,367966,15.119,72.701,48.77,8.506,5.476,1.483,3.316
2003,367966,14.17,71.489,49.895,8.776,5.476,1.338,3.317
2004,367966,14.276,70.584,49.245,8.165,5.34,1.193,3.318
2005,367966,12.755,67.655,49.848,7.859,5.34,1.049,3.32
2006,367966,15.105,58.838,52.582,7.95,5.34,1.124,3.325
2007,367966,14.48,59.1,52.028,6.364,5.34,1.198,3.331
2008,367966,12.596,58.65,53.824,6.287,5.34,1.273,3.337
2009,367966,12.462,49.679,60.299,7.263,5.34,1.348,3.343
2010,367966,13.261,53.134,56.628,8.096,5.196,1.423,3.348
2011,367966,12.498,55.64,55.235,5.886,5.196,1.315,2.79
2000,367305,22.775,131.847,79.246,13.584,9.076,2.43,0.176
2001,367305,21.543,129.941,74.917,14.226,9.076,2.415,0.218
2002,367305,23.322,120.496,80.831,14.099,9.076,2.4,0.26
2003,367305,21.598,118.486,82.697,14.546,9.076,2.385,0.302
2004,367305,21.865,119.702,83.514,13.847,9.056,2.371,0.344
2005,367305,19.447,114.735,84.536,13.328,9.056,2.356,0.386
2006,367305,22.892,99.782,89.172,13.483,9.056,2.487,0.309
2007,367305,22.222,100.227,88.234,10.792,9.056,2.618,0.232
2008,367305,19.457,99.464,91.279,10.662,9.056,2.748,0.155
2009,367305,19.084,84.25,102.26,12.318,9.056,2.879,0.077
2010,367305,20.318,92.361,98.434,14.074,9.032,3.01,0
2011,367305,19.166,96.717,96.012,10.231,9.032,2.718,0
2012,367305,16.058,108.144,89.347,10.126,9.032,2.426,0
2013,367305,20.832,100.002,92.318,10.131,9.032,2.134,0
2014,367305,17.46,109.494,80.523,9.947,9.032,1.842,0
2015,367305,18.079,106.994,95.74,10.815,9.032,1.55,0
2016,367305,16.254,107.153,95.882,10.831,9.032,1.258,0
2017,367305,15.534,88.429,122.819,10.844,9.032,1.258,0
2018,367305,19.013,88.429,122.819,10.844,9.032,1.258,0
1990,368297,0.253,1.494,1.136,0.155,0.112,0.002,0
1991,368297,0.253,1.503,1.08,0.153,0.112,0.002,0
1992,368297,0.253,1.407,1.143,0.155,0.112,0.002,0
1993,368297,0.253,1.278,1.055,0.152,0.112,0.002,0
1994,368297,0.253,1.261,1.073,0.154,0.112,0.002,0
1995,368297,0.253,1.29,1.157,0.15,0.112,0.002,0
1996,368297,0.253,1.401,1.212,0.152,0.112,0.002,0
1997,368297,0.253,1.495,1.104,0.165,0.112,0.002,0
2008,365479,1.478,4.701,4.314,0.504,0.428,0.193,1.06
2009,365479,1.482,3.982,4.833,0.582,0.428,0.194,1.062
2010,365479,1.491,4.377,4.664,0.667,0.428,0.196,1.064
2011,365479,1.42,4.583,4.55,0.485,0.428,0.164,0.887
2012,365479,1.241,5.125,4.234,0.48,0.428,0.132,0.709
