YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
2000,362405,1.19,4.649,2.794,0.479,0.32,0.044,1.418
2001,362405,1.133,4.581,2.641,0.502,0.32,0.045,1.423
2002,362405,1.183,4.248,2.85,0.497,0.32,0.046,1.428
2003,362405,1.092,4.178,2.916,0.513,0.32,0.047,1.433
2004,362405,1.13,3.913,2.73,0.453,0.296,0.049,1.438
2005,362405,1.043,3.75,2.763,0.436,0.296,0.05,1.443
2006,362405,1.245,3.261,2.915,0.441,0.296,0.052,1.337
2007,362405,1.102,3.276,2.884,0.353,0.296,0.054,1.232
2008,362405,1.001,3.251,2.983,0.348,0.296,0.055,1.126
2009,362405,1.029,2.754,3.342,0.403,0.296,0.057,1.021
2010,362405,1.016,2.945,3.139,0.449,0.288,0.059,0.915
2011,362405,0.97,3.084,3.061,0.326,0.288,0.053,0.763
2012,362405,0.9,3.448,2.849,0.323,0.288,0.046,0.61
2013,362405,1.044,3.189,2.944,0.323,0.288,0.04,0.458
2014,362405,0.963,3.491,2.568,0.317,0.288,0.033,0.305
2013,362174,46.306,173.078,159.778,17.534,15.632,5.265,0.548
2014,362174,40.954,189.505,139.364,17.216,15.632,4.852,0.366
2015,362174,42.739,185.178,165.7,18.718,15.632,4.439,0.183
2016,362174,38.349,185.453,165.946,18.745,15.632,4.026,0
2017,362174,37.222,153.047,212.566,18.768,15.632,4.026,0
2018,362174,44.602,153.047,212.566,18.768,15.632,4.026,0
1990,362175,10.939,40.806,31.034,4.223,3.06,1.166,1.733
1991,362175,10.939,41.073,29.494,4.192,3.06,1.17,1.72
1992,362175,10.939,38.442,31.23,4.235,3.06,1.174,1.708
1993,362175,10.939,34.926,28.831,4.163,3.06,1.178,1.695
1994,362175,10.939,34.439,29.321,4.195,3.06,1.182,1.683
1995,362175,10.939,35.233,31.604,4.108,3.06,1.186,1.67
1996,362175,10.939,38.116,32.981,4.141,3.048,1.248,1.698
1997,362175,10.939,40.672,30.038,4.489,3.048,1.31,1.726
1998,362175,10.939,41.25,29.235,4.599,3.048,1.371,1.754
1999,362175,10.939,40.79,27.468,4.456,3.048,1.433,1.782
2000,362175,10.939,44.278,26.613,4.562,3.048,1.494,1.81
2001,362175,10.36,43.638,25.16,4.777,3.048,1.506,1.782
2002,362175,10.441,40.466,27.146,4.735,3.048,1.517,1.754
2003,362175,9.586,39.791,27.772,4.885,3.048,1.529,1.726
2004,362175,9.555,39.654,27.666,4.587,3,1.54,1.698
2005,362175,8.926,38.008,28.004,4.415,3,1.552,1.67
2006,362175,10.173,33.055,29.54,4.467,3,1.617,1.497
2007,362175,10.121,33.202,29.229,3.575,3,1.682,1.323
2008,362175,8.777,32.95,30.238,3.532,3,1.747,1.15
2009,362175,9.155,27.91,33.876,4.08,3,1.812,0.976
2010,362175,8.793,30.269,32.259,4.612,2.96,1.877,0.803
2017,362536,18.416,76.68,106.501,9.403,7.832,1.703,0
2018,362536,22.747,76.68,106.501,9.403,7.832,1.703,0
1990,362537,2.245,8.268,6.288,0.856,0.62,0.295,0.051
1991,362537,2.245,8.322,5.976,0.849,0.62,0.297,0.047
1992,362537,2.245,7.789,6.328,0.858,0.62,0.3,0.044
1993,362537,2.245,7.077,5.842,0.844,0.62,0.302,0.041
1994,362537,2.245,6.978,5.941,0.85,0.62,0.304,0.037
1995,362537,2.245,7.139,6.404,0.832,0.62,0.306,0.034
1996,362537,2.245,7.753,6.709,0.842,0.62,0.323,0.037
1997,362537,2.245,8.273,6.11,0.913,0.62,0.34,0.04
1998,362537,2.245,8.391,5.947,0.935,0.62,0.357,0.043
1999,362537,2.245,8.297,5.587,0.906,0.62,0.374,0.046
2000,362537,2.245,9.007,5.413,0.928,0.62,0.391,0.049
2001,362537,2.14,8.877,5.118,0.972,0.62,0.399,0.058
2002,362537,2.159,8.231,5.522,0.963,0.62,0.407,0.067
2003,362537,1.951,8.094,5.649,0.994,0.62,0.415,0.077
2004,362537,2.042,7.931,5.533,0.917,0.6,0.423,0.086
2005,362537,1.882,7.602,5.601,0.883,0.6,0.431,0.095
2006,362537,2.216,6.611,5.908,0.893,0.6,0.462,0.084
2007,362537,2.063,6.64,5.846,0.715,0.6,0.493,0.072
2008,362537,1.866,6.59,6.048,0.706,0.6,0.523,0.061
2009,362537,1.884,5.582,6.775,0.816,0.6,0.554,0.049
2010,362537,1.824,6.136,6.539,0.935,0.6,0.585,0.038
2011,362537,1.716,6.425,6.378,0.68,0.6,0.497,0.032
2012,362537,1.677,7.184,5.935,0.673,0.6,0.41,0.025
2013,362537,2.038,6.643,6.133,0.673,0.6,0.322,0.019
2014,362537,1.702,7.274,5.349,0.661,0.6,0.235,0.013
2017,361971,20.441,70.062,97.308,8.591,7.156,0.86,0
2018,361971,24.67,70.062,97.308,8.591,7.156,0.86,0
1990,362009,59.965,218.54,166.203,22.617,16.388,4.933,1.66
1991,362009,59.965,219.969,157.958,22.452,16.388,4.959,1.635
1992,362009,59.965,205.876,167.255,22.681,16.388,4.984,1.61
1993,362009,59.965,187.048,154.405,22.296,16.388,5.009,1.586
1994,362009,59.965,184.441,157.032,22.465,16.388,5.034,1.561
1995,362009,59.965,188.69,169.259,22,16.388,5.06,1.536
1996,362009,59.965,204.537,176.981,22.219,16.356,5.14,1.644
1997,362009,59.965,218.254,161.188,24.09,16.356,5.22,1.751
1998,362009,59.965,221.352,156.881,24.677,16.356,5.3,1.859
1999,362009,59.965,218.887,147.398,23.909,16.356,5.38,1.967
2000,362009,59.965,237.603,142.81,24.48,16.356,5.46,2.074
2001,362009,56.925,234.168,135.01,25.636,16.356,5.465,2.047
2002,362009,57.415,217.148,145.667,25.407,16.356,5.471,2.02
2003,362009,51.803,213.526,149.03,26.214,16.356,5.476,1.993
2004,362009,52.573,214.078,149.359,24.765,16.196,5.481,1.965
2005,362009,49.012,205.195,151.187,23.836,16.196,5.486,1.938
2006,362009,56.825,178.453,159.478,24.113,16.196,5.709,1.806
2007,362009,54.761,179.248,157.799,19.301,16.196,5.932,1.673
2008,362009,48.346,177.884,163.245,19.067,16.196,6.154,1.54
2009,362009,50.227,150.675,182.884,22.029,16.196,6.377,1.408
2010,362009,48.395,165.62,176.509,25.237,16.196,6.599,1.275
2011,362009,45.821,173.43,172.167,18.347,16.196,6.224,1.322
2012,362009,44.815,193.922,160.216,18.158,16.196,5.849,1.369
2013,362009,54.087,179.322,165.542,18.166,16.196,5.473,1.415
2014,362009,46.382,196.343,144.392,17.837,16.196,5.098,1.462
2015,361759,15.403,64.869,58.046,6.557,5.476,1.824,0.064
2016,361759,14.033,64.966,58.132,6.567,5.476,1.802,0
2017,361759,13.734,53.613,74.464,6.574,5.476,1.802,0
2018,361759,16.76,53.613,74.464,6.574,5.476,1.802,0
1990,361781,2.035,6.081,4.625,0.629,0.456,0.131,0
1991,361781,2.035,6.121,4.395,0.625,0.456,0.133,0
1992,361781,2.035,5.729,4.654,0.631,0.456,0.135,0
1993,361781,2.035,5.205,4.296,0.62,0.456,0.136,0
1994,361781,2.035,5.132,4.369,0.625,0.456,0.138,0
1995,361781,2.035,5.25,4.71,0.612,0.456,0.14,0
1996,361781,2.035,5.702,4.934,0.619,0.456,0.129,0.025
1997,361781,2.035,6.085,4.494,0.672,0.456,0.117,0.051
1998,361781,2.035,6.171,4.374,0.688,0.456,0.105,0.076
1999,361781,2.035,6.103,4.109,0.667,0.456,0.094,0.102
2000,361781,2.035,6.624,3.981,0.682,0.456,0.082,0.127
2001,361781,1.98,6.529,3.764,0.715,0.456,0.091,0.116
2002,361781,1.949,6.054,4.061,0.708,0.456,0.101,0.104
2003,361781,1.77,5.953,4.155,0.731,0.456,0.11,0.093
2004,361781,1.787,6.027,4.205,0.697,0.456,0.119,0.081
2005,361781,1.71,5.777,4.257,0.671,0.456,0.128,0.07
2006,361781,1.917,5.024,4.49,0.679,0.456,0.142,0.056
2007,361781,1.849,5.047,4.443,0.543,0.456,0.156,0.042
2008,361781,1.676,5.008,4.596,0.537,0.456,0.17,0.028
2009,361781,1.708,4.242,5.149,0.62,0.456,0.184,0.014
2010,361781,1.625,4.663,4.97,0.711,0.456,0.198,0
2011,361781,1.56,4.883,4.847,0.517,0.456,0.198,0
2012,361781,1.549,5.46,4.511,0.511,0.456,0.198,0
2017,361383,1.407,4.934,6.853,0.605,0.504,0.09,0
2018,361383,1.685,4.934,6.853,0.605,0.504,0.09,0
1990,362751,1.216,4.694,3.57,0.486,0.352,0.11,0
1991,362751,1.216,4.725,3.393,0.482,0.352,0.109,0
1992,362751,1.216,4.422,3.592,0.487,0.352,0.108,0
1993,362751,1.216,4.018,3.316,0.479,0.352,0.106,0
1994,362751,1.216,3.962,3.373,0.483,0.352,0.105,0
1995,362751,1.216,4.053,3.636,0.473,0.352,0.104,0
1996,362751,1.216,4.402,3.809,0.478,0.352,0.107,0.001
1997,362751,1.216,4.697,3.469,0.518,0.352,0.109,0.001
1998,362751,1.216,4.764,3.376,0.531,0.352,0.111,0.002
1999,362751,1.216,4.711,3.172,0.515,0.352,0.113,0.003
2000,362751,1.216,5.113,3.073,0.527,0.352,0.116,0.003
2001,362751,1.165,5.04,2.906,0.552,0.352,0.116,0.003
2002,362751,1.211,4.673,3.135,0.547,0.352,0.117,0.002
2003,362751,1.115,4.595,3.207,0.564,0.352,0.117,0.001
2004,362751,1.161,4.653,3.246,0.538,0.352,0.118,0.001
2005,362751,1.067,4.46,3.286,0.518,0.352,0.119,0
2006,362751,1.279,3.878,3.466,0.524,0.352,0.121,0
2007,362751,1.133,3.896,3.43,0.419,0.352,0.124,0
2008,362751,1.032,3.866,3.548,0.414,0.352,0.127,0
2009,362751,1.054,3.275,3.975,0.479,0.352,0.13,0
2010,362751,1.04,3.6,3.836,0.548,0.352,0.133,0
2011,362751,0.995,3.769,3.742,0.399,0.352,0.116,0
2012,362751,0.927,4.215,3.482,0.395,0.352,0.099,0
2013,362751,1.081,3.897,3.598,0.395,0.352,0.083,0
2014,362751,0.985,4.267,3.138,0.388,0.352,0.066,0
2011,362175,8.371,31.696,31.465,3.353,2.96,1.603,0.851
2012,362175,8.237,35.441,29.281,3.319,2.96,1.328,0.899
2013,362175,9.856,32.773,30.255,3.32,2.96,1.054,0.948
2014,362175,8.643,35.884,26.389,3.26,2.96,0.779,0.996
2015,362175,8.679,35.064,31.376,3.544,2.96,0.505,1.045
2016,362175,7.886,35.069,31.38,3.545,2.956,0.231,1.093
2017,362175,7.801,28.941,40.196,3.549,2.956,0.231,1.093
2018,362175,9.6,28.941,40.196,3.549,2.956,0.231,1.093
1990,362176,7.141,24.697,18.783,2.556,1.852,0.267,0
1991,362176,7.141,24.859,17.851,2.537,1.852,0.281,0
1992,362176,7.141,23.266,18.901,2.563,1.852,0.295,0
1993,362176,7.141,21.138,17.449,2.52,1.852,0.31,0
1994,362176,7.141,20.844,17.746,2.539,1.852,0.324,0
1995,362176,7.141,21.324,19.128,2.486,1.852,0.339,0
1996,362176,7.141,23.16,20.04,2.516,1.852,0.323,0.053
1997,362176,7.141,24.713,18.251,2.728,1.852,0.308,0.106
1998,362176,7.141,25.064,17.764,2.794,1.852,0.293,0.159
1999,362176,7.141,24.785,16.69,2.707,1.852,0.277,0.212
2000,362176,7.141,26.904,16.17,2.772,1.852,0.262,0.265
2001,362176,6.871,26.515,15.287,2.903,1.852,0.266,0.275
2002,362176,6.734,24.588,16.494,2.877,1.852,0.27,0.285
2003,362176,6.444,24.178,16.875,2.968,1.852,0.274,0.295
2004,362176,6.3,24.48,17.079,2.832,1.852,0.278,0.306
2005,362176,6.085,23.464,17.288,2.726,1.852,0.282,0.316
2006,362176,6.698,20.406,18.236,2.757,1.852,0.351,0.253
2007,362176,6.736,20.497,18.044,2.207,1.852,0.42,0.19
2008,362176,6.009,20.341,18.667,2.18,1.852,0.489,0.126
2015,362405,0.982,3.412,3.053,0.345,0.288,0.027,0.153
2016,362405,0.891,3.417,3.057,0.345,0.288,0.02,0
2017,362405,0.853,2.82,3.916,0.346,0.288,0.02,0
2018,362405,1.027,2.82,3.916,0.346,0.288,0.02,0
1990,362416,2.155,8.801,6.694,0.911,0.66,0.122,0
1991,362416,2.155,8.859,6.361,0.904,0.66,0.122,0
1992,362416,2.155,8.291,6.736,0.913,0.66,0.121,0
1993,362416,2.155,7.533,6.218,0.898,0.66,0.121,0
1994,362416,2.155,7.428,6.324,0.905,0.66,0.121,0
1995,362416,2.155,7.599,6.817,0.886,0.66,0.12,0
1996,362416,2.155,8.253,7.142,0.897,0.66,0.123,0
1997,362416,2.155,8.807,6.504,0.972,0.66,0.126,0
1998,362416,2.155,8.932,6.33,0.996,0.66,0.129,0
1999,362416,2.155,8.833,5.948,0.965,0.66,0.132,0
2000,362416,2.155,9.588,5.763,0.988,0.66,0.135,0
2001,362416,2.045,9.449,5.448,1.034,0.66,0.127,0.012
2002,362416,2.066,8.762,5.878,1.025,0.66,0.118,0.024
2003,362416,1.848,8.616,6.014,1.058,0.66,0.109,0.036
2004,362416,1.892,8.724,6.086,1.009,0.66,0.101,0.047
2005,362416,1.76,8.362,6.161,0.971,0.66,0.092,0.059
2006,362416,2.061,7.272,6.499,0.983,0.66,0.105,0.047
2007,362416,1.956,7.305,6.43,0.787,0.66,0.117,0.036
2008,362416,1.74,7.249,6.652,0.777,0.66,0.13,0.024
2009,362416,1.806,6.14,7.453,0.898,0.66,0.142,0.012
2010,362416,1.744,6.749,7.193,1.028,0.66,0.155,0
2011,362416,1.646,7.067,7.016,0.748,0.66,0.155,0
2012,362416,1.604,7.902,6.529,0.74,0.66,0.155,0
2013,362416,1.946,7.308,6.746,0.74,0.66,0.154,0
2014,362416,1.65,8.001,5.884,0.727,0.66,0.154,0
2015,362416,1.728,7.818,6.996,0.79,0.66,0.154,0
2016,362416,1.556,7.83,7.006,0.791,0.66,0.154,0
2017,362416,1.517,6.462,8.975,0.792,0.66,0.154,0
2018,362416,1.885,6.462,8.975,0.792,0.66,0.154,0
1990,362426,0.215,0.48,0.365,0.05,0.036,0,0.206
1991,362426,0.215,0.483,0.347,0.049,0.036,0.037,0.165
1992,362426,0.215,0.452,0.367,0.05,0.036,0.075,0.124
1993,362426,0.215,0.411,0.339,0.049,0.036,0.112,0.082
1994,362426,0.215,0.405,0.345,0.049,0.036,0.149,0.041
1995,362426,0.215,0.415,0.372,0.048,0.036,0.186,0
1996,362426,0.215,0.2,0.173,0.022,0.016,0.152,0.038
1997,362426,0.215,0.214,0.158,0.024,0.016,0.118,0.077
1998,362426,0.215,0.217,0.153,0.024,0.016,0.084,0.115
1999,362426,0.215,0.214,0.144,0.023,0.016,0.049,0.153
2000,362426,0.215,0.232,0.14,0.024,0.016,0.015,0.191
2001,362426,0.206,0.229,0.132,0.025,0.016,0.015,0.176
2002,362426,0.214,0.212,0.142,0.025,0.016,0.015,0.161
2003,362426,0.197,0.209,0.146,0.026,0.016,0.015,0.146
2004,362426,0.205,0.211,0.148,0.024,0.016,0.015,0.131
2005,362426,0.189,0.203,0.149,0.024,0.016,0.015,0.116
2006,362426,0.226,0.176,0.158,0.024,0.016,0.012,0.121
2007,362426,0.201,0.177,0.156,0.019,0.016,0.009,0.126
2008,362426,0.183,0.176,0.161,0.019,0.016,0.006,0.131
2009,362426,0.186,0.149,0.181,0.022,0.016,0.003,0.136
2010,362426,0.184,0.205,0.218,0.031,0.02,0,0.142
2017,361521,28.801,95.713,132.936,11.737,9.776,1.922,0
2018,361521,34.554,95.713,132.936,11.737,9.776,1.922,0
1990,363172,29.321,110.204,83.812,11.405,8.264,3.13,0.234
1991,363172,29.321,110.924,79.654,11.322,8.264,2.821,0.455
1992,363172,29.321,103.817,84.342,11.437,8.264,2.511,0.677
1993,363172,29.321,94.323,77.862,11.243,8.264,2.202,0.898
1994,363172,29.321,93.008,79.187,11.329,8.264,1.893,1.12
1995,363172,29.321,95.151,85.353,11.094,8.264,1.583,1.341
1996,363172,29.321,103.294,89.378,11.221,8.26,1.652,1.36
1997,363172,29.321,110.221,81.402,12.166,8.26,1.72,1.379
1998,363172,29.321,111.786,79.227,12.462,8.26,1.788,1.398
1999,363172,29.321,110.541,74.438,12.074,8.26,1.856,1.417
2000,363172,29.321,119.993,72.121,12.363,8.26,1.924,1.437
2001,363172,27.817,118.258,68.182,12.947,8.26,1.961,1.36
2002,363172,27.888,109.663,73.564,12.831,8.26,1.999,1.284
2003,363172,25.974,107.834,75.262,13.238,8.26,2.036,1.207
2004,363172,25.764,108.81,75.915,12.587,8.232,2.073,1.131
2005,363172,24.283,104.295,76.844,12.115,8.232,2.111,1.055
2006,363172,27.229,90.703,81.058,12.256,8.232,2.156,1.05
2007,363172,27.381,91.107,80.205,9.81,8.232,2.202,1.046
2008,363172,23.878,90.414,82.973,9.691,8.232,2.248,1.042
2009,363172,24.521,76.584,92.955,11.197,8.232,2.293,1.038
2010,363172,23.561,84.18,89.715,12.827,8.232,2.339,1.033
2011,363172,22.588,88.15,87.508,9.325,8.232,2.129,0.861
2012,363172,22.287,98.566,81.433,9.229,8.232,1.919,0.689
2013,363172,26.604,91.145,84.141,9.234,8.232,1.71,0.517
2014,363172,23.377,99.796,73.391,9.066,8.232,1.5,0.344
2015,362537,1.814,7.108,6.36,0.718,0.6,0.147,0.006
2016,362537,1.627,6.786,6.072,0.686,0.572,0.06,0
2017,362537,1.586,5.6,7.778,0.687,0.572,0.06,0
2018,362537,1.959,5.6,7.778,0.687,0.572,0.06,0
1990,362564,1.909,8.535,6.491,0.883,0.64,0.262,0.782
1991,362564,1.909,8.59,6.169,0.877,0.64,0.316,0.702
1992,362564,1.909,8.04,6.532,0.886,0.64,0.37,0.623
1993,362564,1.909,7.305,6.03,0.871,0.64,0.423,0.543
1994,362564,1.909,7.203,6.133,0.877,0.64,0.477,0.463
1995,362564,1.909,7.369,6.61,0.859,0.64,0.531,0.383
1996,362564,1.909,7.603,6.579,0.826,0.608,0.534,0.409
1997,362564,1.909,8.113,5.992,0.896,0.608,0.538,0.434
1998,362564,1.909,8.228,5.832,0.917,0.608,0.542,0.46
1999,362564,1.909,8.137,5.479,0.889,0.608,0.545,0.485
2000,362564,1.909,8.832,5.309,0.91,0.608,0.549,0.511
2001,362564,1.79,8.705,5.019,0.953,0.608,0.566,0.505
2002,362564,1.889,8.072,5.415,0.944,0.608,0.583,0.5
2003,362564,1.755,7.937,5.54,0.974,0.608,0.6,0.494
2004,362564,1.791,7.719,5.386,0.893,0.584,0.618,0.488
2005,362564,1.667,7.399,5.452,0.859,0.584,0.635,0.483
2006,362564,1.971,6.435,5.75,0.869,0.584,0.66,0.453
2007,362564,1.741,6.463,5.69,0.696,0.584,0.685,0.424
2008,362564,1.571,6.414,5.886,0.688,0.584,0.71,0.394
2009,362564,1.643,5.433,6.594,0.794,0.584,0.736,0.365
2010,362564,1.623,5.972,6.365,0.91,0.584,0.761,0.335
2011,362564,1.542,6.254,6.208,0.662,0.584,0.634,0.279
2012,362564,1.417,6.993,5.777,0.655,0.584,0.507,0.223
2009,361226,11.522,27.537,33.424,4.026,2.96,1.674,0.814
2010,361226,10.981,30.269,32.259,4.612,2.96,1.752,0.737
2011,361226,10.591,31.696,31.465,3.353,2.96,1.558,0.614
2012,361226,10.658,35.441,29.281,3.319,2.96,1.364,0.491
2013,361226,12.396,32.773,30.255,3.32,2.96,1.17,0.368
2014,361226,11.017,35.884,26.389,3.26,2.96,0.976,0.246
2015,361226,10.66,35.064,31.376,3.544,2.96,0.782,0.123
2016,361226,10.073,35.117,31.423,3.55,2.96,0.588,0
2017,361226,10.076,28.98,40.251,3.554,2.96,0.588,0
2018,361226,12.051,28.98,40.251,3.554,2.96,0.588,0
1990,362985,4.605,15.256,11.602,1.579,1.144,1.232,0.356
1991,362985,4.605,15.355,11.027,1.567,1.144,1.285,0.285
1992,362985,4.605,14.372,11.676,1.583,1.144,1.337,0.214
1993,362985,4.605,13.057,10.779,1.556,1.144,1.39,0.142
1994,362985,4.605,12.875,10.962,1.568,1.144,1.443,0.071
1995,362985,4.605,13.172,11.816,1.536,1.144,1.495,0
1996,362985,4.605,13.656,11.816,1.483,1.092,1.27,0.242
1997,362985,4.605,14.572,10.762,1.608,1.092,1.046,0.484
1998,362985,4.605,14.778,10.474,1.648,1.092,0.821,0.726
1999,362985,4.605,14.614,9.841,1.596,1.092,0.596,0.969
2000,362985,4.605,15.863,9.535,1.634,1.092,0.372,1.211
2001,362985,4.385,15.634,9.014,1.712,1.092,0.376,1.104
2002,362985,4.358,14.498,9.725,1.696,1.092,0.379,0.996
2003,362985,4.138,14.256,9.95,1.75,1.092,0.383,0.889
2004,362985,4.078,14.328,9.997,1.658,1.084,0.387,0.782
2005,362985,3.895,13.734,10.119,1.595,1.084,0.391,0.675
2006,362985,4.269,11.944,10.674,1.614,1.084,0.414,0.712
2011,362426,0.176,0.214,0.213,0.023,0.02,0,0.118
2012,362426,0.164,0.239,0.198,0.022,0.02,0,0.094
2013,362426,0.192,0.221,0.204,0.022,0.02,0,0.071
2014,362426,0.174,0.242,0.178,0.022,0.02,0,0.047
2015,362426,0.179,0.237,0.212,0.024,0.02,0,0.024
2016,362426,0.161,0.237,0.212,0.024,0.02,0,0
2017,362426,0.156,0.196,0.272,0.024,0.02,0,0
2018,362426,0.187,0.196,0.272,0.024,0.02,0,0
1990,362436,9.876,37.659,28.64,3.897,2.824,3.81,4.016
1991,362436,9.876,37.905,27.219,3.869,2.824,3.298,4.123
1992,362436,9.876,35.477,28.822,3.908,2.824,2.787,4.229
1993,362436,9.876,32.232,26.607,3.842,2.824,2.275,4.336
1994,362436,9.876,31.783,27.06,3.871,2.824,1.763,4.442
1995,362436,9.876,32.515,29.167,3.791,2.824,1.251,4.549
1996,362436,9.876,35.065,30.341,3.809,2.804,1.406,4.565
1997,362436,9.876,37.417,27.633,4.13,2.804,1.561,4.581
1998,362436,9.876,37.948,26.895,4.231,2.804,1.716,4.597
1999,362436,9.876,37.525,25.269,4.099,2.804,1.871,4.612
2000,362436,9.876,40.734,24.483,4.197,2.804,2.026,4.628
2001,362436,9.26,40.145,23.146,4.395,2.804,2.081,4.667
2002,362436,9.776,37.227,24.973,4.356,2.804,2.135,4.706
2003,362436,9.08,36.606,25.549,4.494,2.804,2.189,4.744
2004,362436,9.264,32.886,22.944,3.804,2.488,2.244,4.783
2005,362436,8.626,31.522,23.225,3.662,2.488,2.298,4.822
2006,362436,10.198,27.414,24.499,3.704,2.488,2.347,4.688
2007,362436,9.007,27.536,24.241,2.965,2.488,2.396,4.554
2008,362436,8.127,27.326,25.077,2.929,2.488,2.445,4.42
2015,362751,1.011,4.17,3.731,0.421,0.352,0.049,0
2016,362751,0.911,4.176,3.737,0.422,0.352,0.032,0
2017,362751,0.878,3.446,4.787,0.423,0.352,0.032,0
2018,362751,1.057,3.446,4.787,0.423,0.352,0.032,0
1990,362778,33.672,113.351,86.205,11.731,8.5,4.793,48.519
1991,362778,33.672,114.092,81.928,11.645,8.5,4.692,48.597
1992,362778,33.672,106.782,86.751,11.764,8.5,4.59,48.675
1993,362778,33.672,97.017,80.085,11.564,8.5,4.488,48.753
1994,362778,33.672,95.665,81.448,11.652,8.5,4.387,48.832
1995,362778,33.672,97.868,87.79,11.411,8.5,4.285,48.91
1996,362778,33.672,101.493,87.82,11.025,8.116,4.377,49.042
1997,362778,33.672,108.3,79.983,11.954,8.116,4.469,49.173
1998,362778,33.672,109.837,77.846,12.245,8.116,4.561,49.305
1999,362778,33.672,108.614,73.14,11.864,8.116,4.653,49.437
2000,362778,33.672,117.901,70.864,12.147,8.116,4.744,49.568
2001,362778,31.709,116.197,66.993,12.721,8.116,4.519,46.978
2002,362778,33.767,107.751,72.281,12.607,8.116,4.294,44.388
2003,362778,31.577,105.954,73.95,13.007,8.116,4.069,41.798
2004,362778,31.743,98.448,68.685,11.388,7.448,3.844,39.207
2005,362778,29.782,94.362,69.526,10.961,7.448,3.62,36.617
2006,362778,34.622,82.065,73.338,11.089,7.448,3.706,35.002
2007,362778,31.421,82.43,72.567,8.876,7.448,3.792,33.386
2008,362778,27.882,81.803,75.071,8.768,7.448,3.878,31.771
2009,362778,28.874,69.29,84.102,10.13,7.448,3.964,30.155
2010,362778,28.819,73.504,78.337,11.2,7.188,4.051,28.54
2011,362778,27.859,76.971,76.41,8.142,7.188,3.526,24.379
2012,362778,24.603,86.065,71.106,8.059,7.188,3.002,20.218
2015,362009,47.868,191.859,171.678,19.393,16.196,4.722,1.509
2016,362009,43.276,192.144,171.933,19.422,16.196,4.347,1.556
2017,362009,42.41,158.569,220.236,19.445,16.196,4.347,1.556
2018,362009,52.483,158.569,220.236,19.445,16.196,4.347,1.556
1990,362069,17.907,63.156,48.031,6.536,4.736,1.466,0.986
1991,362069,17.907,63.569,45.648,6.488,4.736,1.521,1.038
1992,362069,17.907,59.496,48.335,6.555,4.736,1.575,1.09
1993,362069,17.907,54.055,44.622,6.443,4.736,1.629,1.142
1994,362069,17.907,53.302,45.381,6.492,4.736,1.684,1.194
1995,362069,17.907,54.53,48.915,6.358,4.736,1.738,1.246
1996,362069,17.907,57.124,49.428,6.205,4.568,2.064,1.003
1997,362069,17.907,60.955,45.018,6.728,4.568,2.391,0.76
1998,362069,17.907,61.82,43.815,6.892,4.568,2.717,0.517
1999,362069,17.907,61.132,41.166,6.677,4.568,3.043,0.274
2000,362069,17.907,66.359,39.885,6.837,4.568,3.37,0.031
2001,362069,17.079,65.4,37.706,7.16,4.568,3.451,0.056
2002,362069,17.211,60.646,40.683,7.096,4.568,3.532,0.081
2003,362069,15.557,59.635,41.622,7.321,4.568,3.614,0.106
2004,362069,16.265,58.371,40.724,6.752,4.416,3.695,0.132
2005,362069,15.011,55.948,41.223,6.499,4.416,3.777,0.157
2006,362069,17.66,48.657,43.483,6.575,4.416,3.704,0.384
2007,362069,16.438,48.874,43.026,5.263,4.416,3.631,0.612
2008,362069,14.9,48.502,44.51,5.199,4.416,3.558,0.839
2009,362069,15.006,41.083,49.865,6.006,4.416,3.485,1.067
2010,362069,14.524,42.99,45.817,6.551,4.204,3.412,1.294
2011,362069,13.688,45.017,44.689,4.762,4.204,2.935,1.447
2012,362069,13.387,50.336,41.587,4.713,4.204,2.459,1.6
2007,362985,4.353,11.997,10.562,1.292,1.084,0.438,0.749
2008,362985,3.829,11.906,10.926,1.276,1.084,0.461,0.786
2009,362985,3.851,10.085,12.24,1.474,1.084,0.484,0.823
2010,362985,3.699,11.208,11.945,1.708,1.096,0.507,0.86
2011,362985,3.582,11.736,11.651,1.242,1.096,0.465,0.717
2012,362985,3.55,13.123,10.842,1.229,1.096,0.422,0.574
2013,362985,4.22,12.135,11.202,1.229,1.096,0.379,0.43
2014,362985,3.72,13.287,9.771,1.207,1.096,0.336,0.287
2015,362985,3.66,12.983,11.618,1.312,1.096,0.293,0.143
2016,362985,3.363,13.003,11.635,1.314,1.096,0.25,0
2017,362985,3.342,10.731,14.904,1.316,1.096,0.25,0
2018,362985,4.068,10.731,14.904,1.316,1.096,0.25,0
1990,362992,2.437,7.094,5.395,0.734,0.532,0.388,0.344
1991,362992,2.437,7.141,5.128,0.729,0.532,0.369,0.383
1992,362992,2.437,6.683,5.43,0.736,0.532,0.349,0.422
1993,362992,2.437,6.072,5.012,0.724,0.532,0.329,0.461
1994,362992,2.437,5.987,5.098,0.729,0.532,0.309,0.5
1995,362992,2.437,6.125,5.495,0.714,0.532,0.29,0.539
1996,362992,2.437,6.603,5.713,0.717,0.528,0.377,0.436
1997,362992,2.437,7.046,5.203,0.778,0.528,0.463,0.333
